evento;ano;artigo;ocorrencias;termo;tipo
SBAC;2005;1;3;speedup;MET
WSCAD;2005;21;1;número de iterações;EST
WSCAD;2005;23;4;variância;EST
SBAC;2005;6;1;speedup;MET
SBAC;2006;14;2;teste ou experimento;EST
SBAC;2006;14;9;bandwidth;MET
SBAC;2006;13;4;bandwidth;MET
SBAC;2006;11;1;bandwidth;MET
SBAC;2006;1;1;bandwidth;MET
SBAC;2006;9;1;speedup;MET
SBAC;2006;8;8;speedup;MET
SBAC;2006;14;1;idle;MET
SBAC;2006;19;2;idle;MET
SBAC;2006;4;2;idle;MET
SBAC;2006;9;3;idle;MET
SBAC;2006;15;6;teste ou experimento;EST
SBAC;2006;19;1;bandwidth;MET
SBAC;2006;13;13;teste ou experimento;EST
SBAC;2006;12;3;teste ou experimento;EST
SBAC;2006;11;4;teste ou experimento;EST
SBAC;2006;10;3;teste ou experimento;EST
SBAC;2006;1;2;teste ou experimento;EST
WSCAD;2006;28;4;distribuição normal;EST
WSCAD;2006;13;5;teste ou experimento;EST
WSCAD;2006;11;1;teste ou experimento;EST
WSCAD;2006;10;5;teste ou experimento;EST
SBAC;2006;16;3;teste ou experimento;EST
SBAC;2006;7;2;teste ou experimento;EST
WSCAD;2006;22;1;eficiência ou acurácia;MET
WSCAD;2006;3;1;eficiência ou acurácia;MET
SBAC;2006;13;1;desvio padrão;EST
SBAC;2006;12;1;desvio padrão;EST
WSCAD;2006;8;1;speedup;MET
WSCAD;2006;23;7;speedup;MET
WSCAD;2006;22;9;speedup;MET
WSCAD;2006;13;7;speedup;MET
WSCAD;2006;10;2;speedup;MET
SBAC;2006;16;1;bandwidth;MET
SBAC;2006;8;3;teste ou experimento;EST
SBAC;2006;17;1;bandwidth;MET
SBAC;2006;6;7;teste ou experimento;EST
SBAC;2006;5;5;teste ou experimento;EST
SBAC;2006;4;43;teste ou experimento;EST
SBAC;2006;22;12;teste ou experimento;EST
SBAC;2006;20;1;teste ou experimento;EST
SBAC;2006;2;1;teste ou experimento;EST
SBAC;2006;18;5;teste ou experimento;EST
SBAC;2006;17;11;teste ou experimento;EST
SBAC;2006;22;3;speedup;MET
SBAC;2006;9;14;teste ou experimento;EST
SBAC;2006;4;1;confiabilidade;MET
SBAC;2006;2;1;availability or disponibilidade;MET
SBAC;2006;16;15;média;EST
SBAC;2006;13;20;média;EST
SBAC;2006;10;5;média;EST
SBAC;2006;13;1;availability or disponibilidade;MET
WSCAD;2006;6;2;número de execuções;EST
SBAC;2006;8;2;workload;EXT
SBAC;2006;7;1;workload;EXT
SBAC;2006;6;2;workload;EXT
SBAC;2006;6;23;speedup;MET
SBAC;2006;15;1;workload;EXT
SBAC;2006;9;1;availability or disponibilidade;MET
SBAC;2006;12;1;availability or disponibilidade;MET
SBAC;2006;5;3;mips;MET
WSCAD;2006;24;1;mips;MET
SBAC;2006;15;1;mips;MET
SBAC;2006;14;1;workload;EXT
WSCAD;2006;29;1;número de iterações;EST
WSCAD;2006;14;1;número de iterações;EST
WSCAD;2006;13;1;número de iterações;EST
SBAC;2006;6;6;bandwidth;MET
SBAC;2006;19;3;workload;EXT
SBAC;2006;2;4;mflops;MET
WSCAD;2006;19;1;eficiência ou acurácia;MET
SBAC;2006;21;1;speedup;MET
SBAC;2006;2;26;speedup;MET
SBAC;2006;19;9;speedup;MET
SBAC;2006;17;6;speedup;MET
SBAC;2006;13;2;speedup;MET
SBAC;2006;12;10;speedup;MET
SBAC;2006;11;15;speedup;MET
SBAC;2006;10;16;speedup;MET
SBAC;2006;3;2;availability or disponibilidade;MET
WSCAD;2006;21;5;média;EST
SBAC;2006;6;1;availability or disponibilidade;MET
WSCAD;2006;19;4;média;EST
WSCAD;2006;28;8;média;EST
WSCAD;2006;14;2;média;EST
WSCAD;2006;13;1;média;EST
WSCAD;2006;11;1;média;EST
WSCAD;2006;6;1;média;EST
SBAC;2006;1;1;workload;EXT
SBAC;2006;12;11;workload;EXT
SBAC;2006;13;3;workload;EXT
SBAC;2006;3;1;speedup;MET
SBAC;2006;1;4;speedup;MET
WSCAD;2006;19;4;teste ou experimento;EST
WSCAD;2006;21;2;bandwidth;MET
SBAC;2006;22;1;eficiência ou acurácia;MET
SBAC;2006;3;1;eficiência ou acurácia;MET
SBAC;2006;4;3;eficiência ou acurácia;MET
SBAC;2006;7;16;eficiência ou acurácia;MET
WSCAD;2006;24;21;teste ou experimento;EST
SBAC;2006;2;5;eficiência ou acurácia;MET
WSCAD;2006;2;8;teste ou experimento;EST
SBAC;2006;16;1;eficiência ou acurácia;MET
WSCAD;2006;18;4;teste ou experimento;EST
WSCAD;2006;16;5;teste ou experimento;EST
WSCAD;2006;15;3;teste ou experimento;EST
WSCAD;2006;14;6;teste ou experimento;EST
SBAC;2006;8;4;benchmark;EXT
SBAC;2006;7;3;benchmark;EXT
WSCAD;2006;21;4;teste ou experimento;EST
WSCAD;2006;28;16;teste ou experimento;EST
WSCAD;2006;9;1;teste ou experimento;EST
WSCAD;2006;8;1;teste ou experimento;EST
WSCAD;2006;7;4;teste ou experimento;EST
WSCAD;2006;6;8;teste ou experimento;EST
WSCAD;2006;5;5;teste ou experimento;EST
WSCAD;2006;4;9;teste ou experimento;EST
SBAC;2006;21;3;eficiência ou acurácia;MET
WSCAD;2006;29;5;teste ou experimento;EST
WSCAD;2006;20;2;teste ou experimento;EST
WSCAD;2006;27;21;teste ou experimento;EST
WSCAD;2006;26;1;teste ou experimento;EST
SBAC;2006;1;1;eficiência ou acurácia;MET
SBAC;2006;12;3;eficiência ou acurácia;MET
SBAC;2006;13;7;eficiência ou acurácia;MET
SBAC;2006;15;2;eficiência ou acurácia;MET
WSCAD;2006;3;7;teste ou experimento;EST
SBAC;2006;22;2;benchmark;EXT
WSCAD;2006;16;2;availability or disponibilidade;MET
WSCAD;2006;10;1;availability or disponibilidade;MET
SBAC;2006;18;1;bandwidth;MET
WSCAD;2006;13;7;eficiência ou acurácia;MET
SBAC;2006;4;1;confiabilidade;MET
WSCAD;2006;22;2;teste ou experimento;EST
WSCAD;2006;2;1;bandwidth;MET
SBAC;2006;11;4;benchmark;EXT
SBAC;2006;12;18;benchmark;EXT
SBAC;2006;13;7;benchmark;EXT
SBAC;2006;14;8;benchmark;EXT
SBAC;2006;15;11;benchmark;EXT
WSCAD;2006;28;2;availability or disponibilidade;MET
SBAC;2006;17;6;benchmark;EXT
SBAC;2006;21;4;distribuição normal;EST
SBAC;2006;6;5;benchmark;EXT
WSCAD;2006;6;1;desvio padrão;EST
WSCAD;2006;28;5;desvio padrão;EST
SBAC;2006;13;5;variância;EST
SBAC;2006;16;6;benchmark;EXT
WSCAD;2007;10;1;availability or disponibilidade;MET
SBAC;2007;6;1;benchmark;EXT
SBAC;2007;7;4;benchmark;EXT
SBAC;2007;7;15;eficiência ou acurácia;MET
WSCAD;2007;8;6;availability or disponibilidade;MET
WSCAD;2007;18;1;número de execuções;EST
SBAC;2007;7;1;workload;EXT
SBAC;2007;23;1;workload;EXT
SBAC;2007;6;2;workload;EXT
SBAC;2007;4;2;workload;EXT
SBAC;2007;8;1;benchmark;EXT
SBAC;2007;11;1;workload;EXT
SBAC;2007;31;3;workload;EXT
SBAC;2007;30;2;workload;EXT
SBAC;2007;2;1;confiabilidade;MET
SBAC;2007;13;36;workload;EXT
SBAC;2007;21;1;workload;EXT
SBAC;2007;22;1;workload;EXT
SBAC;2007;8;5;workload;EXT
SBAC;2007;27;1;availability or disponibilidade;MET
SBAC;2007;11;2;benchmark;EXT
WSCAD;2007;18;4;número de iterações;EST
WSCAD;2007;18;1;variância;EST
SBAC;2007;1;2;número de iterações;EST
SBAC;2007;12;12;availability or disponibilidade;MET
SBAC;2007;19;1;availability or disponibilidade;MET
SBAC;2007;2;2;availability or disponibilidade;MET
SBAC;2007;21;9;benchmark;EXT
SBAC;2007;30;2;confiabilidade;MET
SBAC;2007;5;1;benchmark;EXT
SBAC;2007;11;2;número de iterações;EST
SBAC;2007;23;1;pps;MET
SBAC;2007;31;4;availability or disponibilidade;MET
WSCAD;2007;12;1;média;EST
WSCAD;2007;11;3;média;EST
SBAC;2007;18;1;confiabilidade;MET
SBAC;2007;27;4;confiabilidade;MET
SBAC;2007;6;14;confiabilidade;MET
WSCAD;2007;11;1;teste t;TST
WSCAD;2007;17;3;teste t;TST
SBAC;2007;23;1;availability or disponibilidade;MET
WSCAD;2007;19;2;speedup;MET
SBAC;2007;11;3;speedup;MET
SBAC;2007;9;11;speedup;MET
WSCAD;2007;9;1;speedup;MET
WSCAD;2007;6;13;speedup;MET
WSCAD;2007;4;3;speedup;MET
SBAC;2007;6;1;speedup;MET
WSCAD;2007;20;2;speedup;MET
SBAC;2007;5;1;speedup;MET
WSCAD;2007;18;14;speedup;MET
SBAC;2007;5;41;eficiência ou acurácia;MET
SBAC;2007;4;2;eficiência ou acurácia;MET
SBAC;2007;30;2;eficiência ou acurácia;MET
SBAC;2007;27;2;eficiência ou acurácia;MET
SBAC;2007;24;9;benchmark;EXT
WSCAD;2007;3;20;speedup;MET
SBAC;2007;23;6;speedup;MET
SBAC;2007;13;22;speedup;MET
SBAC;2007;14;1;speedup;MET
SBAC;2007;15;1;speedup;MET
SBAC;2007;18;1;speedup;MET
SBAC;2007;19;1;speedup;MET
SBAC;2007;7;44;speedup;MET
SBAC;2007;22;4;speedup;MET
SBAC;2007;10;9;speedup;MET
SBAC;2007;25;1;speedup;MET
SBAC;2007;27;1;speedup;MET
SBAC;2007;3;1;speedup;MET
SBAC;2007;31;16;speedup;MET
SBAC;2007;32;12;speedup;MET
SBAC;2007;4;9;speedup;MET
SBAC;2007;2;35;speedup;MET
WSCAD;2007;16;6;média;EST
SBAC;2007;24;3;eficiência ou acurácia;MET
SBAC;2007;29;1;benchmark;EXT
SBAC;2007;31;19;benchmark;EXT
WSCAD;2007;18;2;média;EST
WSCAD;2007;2;1;média;EST
SBAC;2007;22;1;benchmark;EXT
WSCAD;2007;4;4;média;EST
WSCAD;2007;11;1;availability or disponibilidade;MET
SBAC;2007;8;3;média;EST
SBAC;2007;6;2;média;EST
SBAC;2007;22;11;média;EST
SBAC;2007;2;8;média;EST
SBAC;2007;19;15;média;EST
SBAC;2007;10;7;média;EST
WSCAD;2007;3;5;média;EST
SBAC;2007;11;3;eficiência ou acurácia;MET
SBAC;2007;1;7;speedup;MET
SBAC;2007;23;2;eficiência ou acurácia;MET
SBAC;2007;21;2;eficiência ou acurácia;MET
SBAC;2007;20;1;eficiência ou acurácia;MET
SBAC;2007;2;6;eficiência ou acurácia;MET
SBAC;2007;4;6;número de iterações;EST
SBAC;2007;15;2;eficiência ou acurácia;MET
SBAC;2007;32;2;benchmark;EXT
SBAC;2007;10;1;eficiência ou acurácia;MET
SBAC;2007;8;1;eficiência ou acurácia;MET
SBAC;2007;13;1;benchmark;EXT
SBAC;2007;19;1;benchmark;EXT
SBAC;2007;20;2;benchmark;EXT
SBAC;2007;12;14;benchmark;EXT
SBAC;2007;18;1;eficiência ou acurácia;MET
SBAC;2007;27;1;bandwidth;MET
SBAC;2007;12;25;bandwidth;MET
SBAC;2007;13;1;bandwidth;MET
SBAC;2007;16;1;bandwidth;MET
SBAC;2007;19;1;bandwidth;MET
SBAC;2007;2;1;bandwidth;MET
SBAC;2007;23;8;bandwidth;MET
WSCAD;2007;12;1;desvio padrão;EST
SBAC;2007;25;1;bandwidth;MET
WSCAD;2007;10;1;teste ou experimento;EST
SBAC;2007;3;1;bandwidth;MET
SBAC;2007;31;2;bandwidth;MET
SBAC;2007;4;2;bandwidth;MET
SBAC;2007;5;2;bandwidth;MET
SBAC;2007;8;3;bandwidth;MET
SBAC;2007;1;16;teste ou experimento;EST
SBAC;2007;24;1;bandwidth;MET
WSCAD;2007;12;1;teste ou experimento;EST
WSCAD;2007;20;2;teste ou experimento;EST
WSCAD;2007;2;11;teste ou experimento;EST
WSCAD;2007;18;4;teste ou experimento;EST
SBAC;2007;8;2;mips;MET
WSCAD;2007;15;3;teste ou experimento;EST
SBAC;2007;24;1;número de iterações;EST
SBAC;2007;10;1;bandwidth;MET
WSCAD;2007;13;7;teste ou experimento;EST
SBAC;2007;12;1;speedup;MET
SBAC;2007;6;1;idle;MET
SBAC;2007;4;3;idle;MET
SBAC;2007;29;3;idle;MET
SBAC;2007;27;2;idle;MET
SBAC;2007;1;1;idle;MET
WSCAD;2007;11;5;teste ou experimento;EST
SBAC;2007;12;1;teste ou experimento;EST
WSCAD;2007;14;4;teste ou experimento;EST
SBAC;2007;7;6;teste ou experimento;EST
SBAC;2007;10;4;teste ou experimento;EST
SBAC;2007;27;2;teste ou experimento;EST
SBAC;2007;29;4;teste ou experimento;EST
SBAC;2007;30;10;teste ou experimento;EST
SBAC;2007;31;1;teste ou experimento;EST
SBAC;2007;4;1;teste ou experimento;EST
SBAC;2007;25;5;teste ou experimento;EST
SBAC;2007;6;2;teste ou experimento;EST
SBAC;2007;24;1;teste ou experimento;EST
SBAC;2007;8;46;teste ou experimento;EST
SBAC;2007;9;5;teste ou experimento;EST
WSCAD;2007;6;12;eficiência ou acurácia;MET
WSCAD;2007;18;1;eficiência ou acurácia;MET
WSCAD;2007;17;1;eficiência ou acurácia;MET
SBAC;2007;18;4;desvio padrão;EST
SBAC;2007;16;2;desvio padrão;EST
SBAC;2007;5;2;teste ou experimento;EST
SBAC;2007;9;1;desvio padrão;EST
WSCAD;2007;16;1;teste ou experimento;EST
SBAC;2007;13;7;teste ou experimento;EST
SBAC;2007;15;3;teste ou experimento;EST
SBAC;2007;16;2;teste ou experimento;EST
SBAC;2007;17;1;teste ou experimento;EST
SBAC;2007;18;9;teste ou experimento;EST
SBAC;2007;26;1;teste ou experimento;EST
SBAC;2007;2;12;teste ou experimento;EST
SBAC;2007;11;12;teste ou experimento;EST
SBAC;2007;32;1;desvio padrão;EST
SBAC;2007;30;3;desvio padrão;EST
SBAC;2007;21;3;teste ou experimento;EST
SBAC;2007;23;7;teste ou experimento;EST
WSCAD;2007;19;1;idle;MET
SBAC;2007;29;2;desvio padrão;EST
SBAC;2007;24;1;desvio padrão;EST
SBAC;2007;19;1;teste ou experimento;EST
SBAC;2007;30;2;confiabilidade;MET
WSCAD;2007;10;1;bandwidth;MET
WSCAD;2007;11;1;teste t;TST
WSCAD;2007;2;25;mips;MET
WSCAD;2007;4;1;mips;MET
SBAC;2007;6;14;confiabilidade;MET
SBAC;2007;27;4;confiabilidade;MET
SBAC;2007;2;1;confiabilidade;MET
SBAC;2007;18;1;confiabilidade;MET
SBAC;2007;12;1;mflops;MET
WSCAD;2007;7;8;teste ou experimento;EST
SBAC;2007;2;1;mflops;MET
WSCAD;2007;11;2;p-valor;TST
SBAC;2007;13;1;cost or performance ratio;MET
SBAC;2007;21;2;mips;MET
SBAC;2007;2;1;cost or performance ratio;MET
WSCAD;2007;5;21;teste ou experimento;EST
WSCAD;2007;4;12;teste ou experimento;EST
WSCAD;2007;3;5;teste ou experimento;EST
WSCAD;2007;22;7;teste ou experimento;EST
SBAC;2007;7;5;número de iterações;EST
WSCAD;2007;21;20;teste ou experimento;EST
WSCAD;2007;6;4;teste ou experimento;EST
SBAC;2007;31;1;mips;MET
SBAC;2007;7;1;mips;MET
SBAC;2008;1;7;teste ou experimento;EST
SBAC;2008;11;10;teste ou experimento;EST
SBAC;2008;22;1;número de execuções;EST
SBAC;2008;9;6;teste ou experimento;EST
WSCAD;2008;29;1;amostra;EST
SBAC;2008;7;2;benchmark;EXT
WSCAD;2008;19;1;intervalo de confiança;EST
SBAC;2008;8;1;teste ou experimento;EST
SBAC;2008;4;4;benchmark;EXT
SBAC;2008;3;8;benchmark;EXT
SBAC;2008;12;61;teste ou experimento;EST
SBAC;2008;9;6;benchmark;EXT
SBAC;2008;9;31;confiabilidade;MET
SBAC;2008;10;9;speedup;MET
SBAC;2008;7;1;confiabilidade;MET
SBAC;2008;3;1;confiabilidade;MET
SBAC;2008;12;1;confiabilidade;MET
SBAC;2008;10;1;confiabilidade;MET
SBAC;2008;11;13;speedup;MET
SBAC;2008;22;4;benchmark;EXT
SBAC;2008;2;2;benchmark;EXT
WSCAD;2008;15;2;teste t;TST
SBAC;2008;4;6;número de iterações;EST
SBAC;2008;18;1;número de iterações;EST
SBAC;2008;16;1;número de iterações;EST
WSCAD;2008;7;1;distribuição normal;EST
SBAC;2008;7;13;workload;EXT
SBAC;2008;13;1;teste ou experimento;EST
SBAC;2008;18;4;speedup;MET
SBAC;2008;19;11;speedup;MET
SBAC;2008;21;1;speedup;MET
SBAC;2008;22;7;speedup;MET
SBAC;2008;5;2;speedup;MET
SBAC;2008;6;6;speedup;MET
SBAC;2008;8;2;speedup;MET
SBAC;2008;6;49;teste ou experimento;EST
SBAC;2008;8;6;workload;EXT
SBAC;2008;16;3;teste ou experimento;EST
SBAC;2008;4;3;workload;EXT
SBAC;2008;3;1;workload;EXT
SBAC;2008;13;12;workload;EXT
WSCAD;2008;16;3;desvio padrão;EST
WSCAD;2008;22;1;desvio padrão;EST
WSCAD;2008;26;1;desvio padrão;EST
SBAC;2008;19;13;workload;EXT
SBAC;2008;16;4;workload;EXT
SBAC;2008;15;1;workload;EXT
SBAC;2008;9;5;workload;EXT
SBAC;2008;16;36;benchmark;EXT
SBAC;2008;21;10;benchmark;EXT
SBAC;2008;20;5;workload;EXT
SBAC;2008;20;1;benchmark;EXT
SBAC;2008;14;1;workload;EXT
SBAC;2008;19;9;benchmark;EXT
SBAC;2008;5;20;teste ou experimento;EST
SBAC;2008;4;2;teste ou experimento;EST
SBAC;2008;3;4;teste ou experimento;EST
SBAC;2008;22;2;teste ou experimento;EST
SBAC;2008;14;5;teste ou experimento;EST
SBAC;2008;17;10;benchmark;EXT
SBAC;2008;15;3;teste ou experimento;EST
SBAC;2008;15;1;benchmark;EXT
WSCAD;2008;3;1;média;EST
SBAC;2008;13;1;benchmark;EXT
SBAC;2008;1;7;benchmark;EXT
SBAC;2008;2;5;teste ou experimento;EST
SBAC;2008;19;7;teste ou experimento;EST
SBAC;2008;18;7;teste ou experimento;EST
SBAC;2008;17;5;teste ou experimento;EST
SBAC;2008;7;4;teste ou experimento;EST
SBAC;2008;20;5;teste ou experimento;EST
WSCAD;2008;14;1;eficiência ou acurácia;MET
WSCAD;2008;19;46;teste ou experimento;EST
SBAC;2008;7;1;bandwidth;MET
SBAC;2008;8;2;bandwidth;MET
SBAC;2008;9;5;bandwidth;MET
WSCAD;2008;7;1;mflops;MET
WSCAD;2008;8;2;eficiência ou acurácia;MET
WSCAD;2008;5;6;eficiência ou acurácia;MET
WSCAD;2008;3;6;eficiência ou acurácia;MET
SBAC;2008;20;2;bandwidth;MET
WSCAD;2008;19;1;eficiência ou acurácia;MET
SBAC;2008;2;3;bandwidth;MET
SBAC;2008;12;2;desvio padrão;EST
WSCAD;2008;25;9;média;EST
WSCAD;2008;12;2;teste ou experimento;EST
WSCAD;2008;13;5;teste ou experimento;EST
WSCAD;2008;14;19;teste ou experimento;EST
WSCAD;2008;15;4;teste ou experimento;EST
WSCAD;2008;16;1;teste ou experimento;EST
WSCAD;2008;25;1;confiabilidade;MET
WSCAD;2008;25;4;eficiência ou acurácia;MET
SBAC;2008;9;1;idle;MET
WSCAD;2008;22;1;confiabilidade;MET
WSCAD;2008;21;1;confiabilidade;MET
SBAC;2008;8;4;mips;MET
SBAC;2008;4;5;mips;MET
SBAC;2008;3;2;mips;MET
SBAC;2008;19;1;mips;MET
SBAC;2008;11;1;mflops;MET
WSCAD;2008;25;5;mips;MET
SBAC;2008;5;5;bandwidth;MET
WSCAD;2008;18;1;mips;MET
WSCAD;2008;2;5;teste ou experimento;EST
SBAC;2008;5;2;idle;MET
SBAC;2008;4;1;idle;MET
SBAC;2008;18;1;idle;MET
SBAC;2008;11;1;bandwidth;MET
SBAC;2008;12;25;bandwidth;MET
SBAC;2008;13;2;bandwidth;MET
SBAC;2008;15;4;bandwidth;MET
SBAC;2008;16;7;bandwidth;MET
WSCAD;2008;23;2;mips;MET
SBAC;2008;20;3;eficiência ou acurácia;MET
WSCAD;2008;18;1;teste ou experimento;EST
WSCAD;2008;4;1;availability or disponibilidade;MET
WSCAD;2008;26;1;availability or disponibilidade;MET
WSCAD;2008;14;5;availability or disponibilidade;MET
WSCAD;2008;12;1;availability or disponibilidade;MET
SBAC;2008;17;1;downtime or uptime;MET
SBAC;2008;9;18;eficiência ou acurácia;MET
SBAC;2008;8;5;eficiência ou acurácia;MET
WSCAD;2008;7;1;availability or disponibilidade;MET
SBAC;2008;3;2;eficiência ou acurácia;MET
WSCAD;2008;9;1;teste ou experimento;EST
SBAC;2008;2;1;eficiência ou acurácia;MET
SBAC;2008;19;8;eficiência ou acurácia;MET
SBAC;2008;15;13;eficiência ou acurácia;MET
SBAC;2008;13;2;eficiência ou acurácia;MET
SBAC;2008;12;3;eficiência ou acurácia;MET
SBAC;2008;11;9;eficiência ou acurácia;MET
SBAC;2008;10;1;eficiência ou acurácia;MET
SBAC;2008;1;13;eficiência ou acurácia;MET
SBAC;2008;6;4;eficiência ou acurácia;MET
WSCAD;2008;25;4;teste ou experimento;EST
WSCAD;2008;20;1;teste ou experimento;EST
WSCAD;2008;21;6;teste ou experimento;EST
WSCAD;2008;8;1;bandwidth;MET
WSCAD;2008;7;2;bandwidth;MET
WSCAD;2008;17;1;bandwidth;MET
WSCAD;2008;12;1;bandwidth;MET
WSCAD;2008;11;1;bandwidth;MET
WSCAD;2008;22;3;teste ou experimento;EST
WSCAD;2008;6;10;availability or disponibilidade;MET
WSCAD;2008;24;7;teste ou experimento;EST
WSCAD;2008;12;2;eficiência ou acurácia;MET
WSCAD;2008;27;3;teste ou experimento;EST
WSCAD;2008;29;6;teste ou experimento;EST
WSCAD;2008;3;6;teste ou experimento;EST
WSCAD;2008;4;10;teste ou experimento;EST
SBAC;2008;19;1;distribuição normal;EST
WSCAD;2008;5;3;teste ou experimento;EST
WSCAD;2008;7;15;teste ou experimento;EST
WSCAD;2008;8;2;teste ou experimento;EST
WSCAD;2008;23;9;teste ou experimento;EST
WSCAD;2008;22;2;média;EST
SBAC;2008;12;1;confiabilidade;MET
SBAC;2008;3;1;confiabilidade;MET
WSCAD;2008;17;1;média;EST
SBAC;2008;7;1;confiabilidade;MET
WSCAD;2008;3;3;speedup;MET
WSCAD;2008;4;10;speedup;MET
SBAC;2008;9;31;confiabilidade;MET
WSCAD;2008;7;3;speedup;MET
WSCAD;2008;19;2;speedup;MET
WSCAD;2008;23;6;média;EST
WSCAD;2008;7;6;média;EST
WSCAD;2008;21;3;média;EST
WSCAD;2008;5;6;speedup;MET
SBAC;2008;4;1;desvio padrão;EST
WSCAD;2008;18;1;média;EST
SBAC;2008;1;10;média;EST
SBAC;2008;13;10;média;EST
SBAC;2008;18;10;média;EST
SBAC;2008;19;5;média;EST
SBAC;2008;9;22;média;EST
WSCAD;2008;5;6;média;EST
SBAC;2008;9;1;availability or disponibilidade;MET
SBAC;2008;18;1;availability or disponibilidade;MET
WSCAD;2008;11;1;speedup;MET
WSCAD;2008;12;1;média;EST
SBAC;2008;13;2;availability or disponibilidade;MET
WSCAD;2008;3;1;número de iterações;EST
SBAC;2008;14;2;availability or disponibilidade;MET
WSCAD;2008;14;2;média;EST
WSCAD;2008;12;6;speedup;MET
WSCAD;2008;29;1;média;EST
SBAC;2008;10;1;confiabilidade;MET
SBAC;2008;7;1;availability or disponibilidade;MET
SBAC;2008;2;1;availability or disponibilidade;MET
WSCAD;2008;18;1;speedup;MET
SBAC;2009;9;27;eficiência ou acurácia;MET
WSCAD;2009;10;1;availability or disponibilidade;MET
SBAC;2009;10;1;availability or disponibilidade;MET
WSCAD;2009;20;2;availability or disponibilidade;MET
SBAC;2009;14;5;benchmark;EXT
WSCAD;2009;11;1;teste ou experimento;EST
SBAC;2009;3;15;eficiência ou acurácia;MET
SBAC;2009;15;1;benchmark;EXT
SBAC;2009;1;6;benchmark;EXT
WSCAD;2009;19;1;availability or disponibilidade;MET
SBAC;2009;2;9;teste ou experimento;EST
SBAC;2009;10;9;teste ou experimento;EST
SBAC;2009;11;5;teste ou experimento;EST
SBAC;2009;13;5;teste ou experimento;EST
SBAC;2009;14;2;teste ou experimento;EST
SBAC;2009;15;1;teste ou experimento;EST
SBAC;2009;16;6;teste ou experimento;EST
SBAC;2009;17;9;teste ou experimento;EST
SBAC;2009;19;2;eficiência ou acurácia;MET
SBAC;2009;19;6;teste ou experimento;EST
SBAC;2009;21;1;eficiência ou acurácia;MET
SBAC;2009;20;2;teste ou experimento;EST
SBAC;2009;3;3;teste ou experimento;EST
SBAC;2009;5;6;teste ou experimento;EST
SBAC;2009;8;1;teste ou experimento;EST
WSCAD;2009;5;1;teste ou experimento;EST
SBAC;2009;9;5;teste ou experimento;EST
SBAC;2009;2;4;benchmark;EXT
SBAC;2009;18;6;teste ou experimento;EST
WSCAD;2009;15;5;teste ou experimento;EST
WSCAD;2009;9;1;teste ou experimento;EST
SBAC;2009;11;4;speedup;MET
SBAC;2009;10;8;speedup;MET
SBAC;2009;1;2;speedup;MET
SBAC;2009;3;18;média;EST
WSCAD;2009;18;7;teste ou experimento;EST
WSCAD;2009;13;1;teste t;TST
SBAC;2009;13;7;variância;EST
WSCAD;2009;14;2;teste ou experimento;EST
SBAC;2009;5;4;média;EST
SBAC;2009;8;4;média;EST
WSCAD;2009;3;3;availability or disponibilidade;MET
WSCAD;2009;10;4;teste ou experimento;EST
WSCAD;2009;13;2;teste ou experimento;EST
WSCAD;2009;16;4;teste ou experimento;EST
SBAC;2009;16;9;speedup;MET
SBAC;2009;3;4;benchmark;EXT
WSCAD;2009;6;1;teste ou experimento;EST
WSCAD;2009;23;12;teste ou experimento;EST
WSCAD;2009;21;13;teste ou experimento;EST
WSCAD;2009;19;3;teste ou experimento;EST
WSCAD;2009;17;5;teste ou experimento;EST
SBAC;2009;17;3;speedup;MET
SBAC;2009;20;1;benchmark;EXT
WSCAD;2009;22;1;availability or disponibilidade;MET
WSCAD;2009;23;12;availability or disponibilidade;MET
SBAC;2009;1;4;teste ou experimento;EST
SBAC;2009;8;11;speedup;MET
SBAC;2009;15;9;speedup;MET
SBAC;2009;13;6;speedup;MET
SBAC;2009;18;2;speedup;MET
SBAC;2009;1;1;bandwidth;MET
SBAC;2009;19;26;speedup;MET
WSCAD;2009;15;2;speedup;MET
WSCAD;2009;13;2;speedup;MET
WSCAD;2009;12;2;speedup;MET
WSCAD;2009;11;10;speedup;MET
WSCAD;2009;5;1;média;EST
WSCAD;2009;18;2;média;EST
SBAC;2009;11;1;idle;MET
WSCAD;2009;16;9;média;EST
SBAC;2009;13;1;idle;MET
SBAC;2009;11;3;bandwidth;MET
SBAC;2009;13;15;bandwidth;MET
SBAC;2009;14;10;bandwidth;MET
SBAC;2009;15;8;bandwidth;MET
SBAC;2009;17;1;bandwidth;MET
SBAC;2009;18;2;eficiência ou acurácia;MET
SBAC;2009;6;3;bandwidth;MET
WSCAD;2009;17;1;média;EST
WSCAD;2009;2;5;speedup;MET
SBAC;2009;13;1;availability or disponibilidade;MET
SBAC;2009;18;3;availability or disponibilidade;MET
SBAC;2009;21;1;availability or disponibilidade;MET
SBAC;2009;8;1;availability or disponibilidade;MET
WSCAD;2009;20;2;confiabilidade;MET
SBAC;2009;2;2;mips;MET
SBAC;2009;1;10;mips;MET
SBAC;2009;10;1;idle;MET
WSCAD;2009;13;7;mips;MET
SBAC;2009;7;5;bandwidth;MET
WSCAD;2009;18;14;speedup;MET
SBAC;2009;8;3;idle;MET
SBAC;2009;6;1;idle;MET
SBAC;2009;21;13;idle;MET
SBAC;2009;19;4;idle;MET
SBAC;2009;17;3;idle;MET
SBAC;2009;16;1;idle;MET
WSCAD;2009;4;1;speedup;MET
